start_tick,end_tick,seconds,target,node_count,nodes_considered,predicted_ticks,path_geometry,travel,endpoint_distance,travel_to_endpoint_ratio,unfinished
1224,1225,0.05,"[1132, 67, 122]",4,8,13.76043063351952,3.414213562373095,0.0,0.0,,
1225,1229,0.2,"[1132, 67, 122]",3,3,7.127583749109051,2.0,0.5593008561102202,0.6875783389385428,,
1229,1236,0.35,"[1132, 67, 122]",2,2,3.5637918745545254,1.0,1.131268317956588,0.93133990126402,,
1236,1239,0.15,"[1132, 67, 122]",2,7,14.257846748204546,1.0,0.5150362484425152,0.39191001164976436,,
1239,1246,0.35,"[1132, 67, 122]",2,4,6.63284688441047,1.4142135623730951,1.4644310195395127,1.0641743534644164,1.3761194439351616,
1290,1297,0.35,"[1130, 66, 122]",3,4,12.88479347272072,2.414213562373095,1.1003789878731207,1.2411305517115718,0.8865940705074509,
1299,1302,0.15,"[1130, 66, 122]",2,2,5.039962802470046,1.4142135623730951,0.3840087065991318,0.3947447991789047,,
1323,1337,0.7,"[1130, 67, 120]",3,8,11.672809686880516,2.8284271247461903,2.4968995659975506,1.6097985196062778,1.5510634005355146,
1387,1388,0.05,"[1129, 67, 119]",2,2,3.5637918745545254,1.0,0.0,0.09800000141412153,,
1397,1400,0.15,"[1129, 67, 119]",2,2,3.5637918745545254,1.0,0.3243604471809332,0.43190085544739015,,
1426,1427,0.05,"[1129, 67, 118]",2,2,3.5637918745545254,1.0,0.0,0.09800000443603397,,
1436,1439,0.15,"[1129, 67, 118]",2,2,3.5637918745545254,1.0,0.32436042150670275,0.43190080324259433,,
1472,1481,0.45,"[1129, 67, 117]",2,12,18.53138753764188,1.0,0.42451476299458424,0.5130451004945693,,
1521,1522,0.05,"[1128, 68, 117]",2,13,19.06193790133015,1.0,0.0,0.0,,
1523,1525,0.1,"[1128, 68, 117]",3,28,29.852389135808075,2.8284271247461903,0.2495080193760055,0.23423139957218794,,
1531,1546,0.75,"[1128, 68, 117]",2,13,19.06193790133015,1.0,1.4463324778411262,1.2734517811198853,1.1357575522562842,
1584,1586,0.1,"[1128, 68, 118]",2,25,31.531387470586655,1.0,0.127400011698199,0.19696042616511508,,
1597,1598,0.05,"[1128, 69, 119]",2,8,19.06193790133015,1.0,0.0,0.0,,
1599,1618,0.95,"[1128, 69, 119]",2,28,31.531387470586655,1.0,0.3037250236175616,0.39123386915403724,,
1620,1630,0.5,"[1128, 69, 119]",3,12,22.625729775884675,2.0,1.7993367424958897,1.41655470710903,1.2702204393983898,
1660,1662,0.1,"[1129, 69, 119]",2,2,6.63284688441047,1.4142135623730951,0.43128179814033246,0.7682869825874143,,
1670,1672,0.1,"[1128, 70, 120]",2,1,0.0,1.0,0.14140433472758612,0.20460678803073049,,
1689,1695,0.3,"[1129, 69, 120]",3,8,21.19663869190977,2.0,0.790185050413909,0.8714020949085205,,
1695,1697,0.1,"[1129, 69, 120]",2,5,17.632846817355244,1.0,0.19980067729117998,0.12408696680413421,,
1697,1720,1.15,"[1129, 69, 120]",4,8,21.745523519915263,5.16227766016838,5.483948987373271,3.439144751126286,1.5945676568505387,
1739,1740,0.05,"[1126, 68, 122]",2,17,19.06193790133015,1.0,0.0,0.0,,
1742,1764,1.1,"[1126, 68, 122]",2,17,19.06193790133015,1.0,1.600698792113533,1.2908535748120011,1.240031265627209,
1777,1778,0.05,"[1128, 69, 122]",3,59,37.693325438972025,2.0,0.0,0.0,,
1778,1792,0.7,"[1128, 69, 122]",3,3,12.691375623663577,3.23606797749979,2.8282029947167375,2.2012477529368555,1.2848181177895184,
1793,1836,2.15,"[1128, 69, 122]",3,122,46.32134988609218,2.414213562373095,2.171719171488186,1.8211842091468773,1.1924763901316247,
1855,1883,1.4,"[1127, 70, 122]",2,13,23.257846658797583,1.4142135623730951,0.7724079000686817,1.0291475876616165,0.7505317112229866,
1892,1913,1.05,"[1127, 71, 122]",3,57,34.789234285846426,2.414213562373095,0.06269214095515833,0.05900249951861501,,
1918,1923,0.25,"[1127, 69, 123]",2,2,6.63284688441047,1.4142135623730951,0.3710224963469617,0.35130559482402074,,
1969,1971,0.1,"[1127, 71, 120]",2,3,9.321001598166195,1.4142135623730951,0.09800000277263413,0.15150801050158422,,
1972,2005,1.65,"[1127, 71, 120]",3,132,48.34509393917695,2.0,2.5490211482851564,1.5128766605242225,1.6848836490093664,
2023,2024,0.05,"[1125, 71, 123]",3,24,32.84694791240132,2.0,0.0,0.0,,
2026,2041,0.75,"[1125, 71, 123]",2,3,11.26569376882094,2.0,3.6134789681857162,2.3308510682033665,1.5502830779192627,
2043,2071,1.4,"[1125, 71, 123]",4,62,44.11264168122226,4.0,5.348316925394707,3.6062518632839304,1.483068051859366,
2089,2090,0.05,"[1128, 72, 122]",2,7,20.53138753764188,1.4142135623730951,0.0,0.0,,
2090,2138,2.4,"[1128, 72, 122]",2,17,29.283156037846794,1.0,0.6610577656175239,0.6268240277745598,,
2138,2162,1.2,"[1128, 72, 122]",2,7,20.53138753764188,1.4142135623730951,2.303206695815612,1.447813993122948,1.5908167117846226,
2171,2172,0.05,"[1129, 72, 122]",3,11,25.16423442205235,2.414213562373095,0.0,0.09999950483071023,,
2180,2181,0.05,"[1129, 72, 122]",2,16,29.28138748735046,1.0,0.0,0.0,,
